2439.290,2508.100,2578.120,2649.360,2721.830,2795.540,2870.500,2946.720,3024.210,3102.980,3183.040,3264.390,3347.060,3431.030,3516.330,3602.970,3690.950,3780.290,3870.990,3963.060,4056.510,4151.350,4247.600,4345.250,4444.320
 485.171, 498.856, 512.782, 526.952, 541.366, 556.027, 570.937, 586.098, 601.510, 617.177, 633.101, 649.282, 665.723, 682.426, 699.392, 716.624, 734.123, 751.892, 769.932, 788.244, 806.832, 825.696, 844.839, 864.262, 883.968
 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613, 469.613
 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466, 317.466
1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870,1858.870
1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300,1551.300
 506.818, 521.113, 535.661, 550.463, 565.520, 580.836, 596.411, 612.247, 628.348, 644.714, 661.348, 678.251, 695.425, 712.873, 730.597, 748.598, 766.878, 785.439, 804.284, 823.413, 842.830, 862.536, 882.533, 902.823, 923.408
 602.232, 619.219, 636.505, 654.094, 671.986, 690.185, 708.692, 727.510, 746.642, 766.089, 785.854, 805.939, 826.347, 847.080, 868.140, 889.530, 911.251, 933.307, 955.699, 978.430,1001.500,1024.920,1048.680,1072.790,1097.250
 372.950, 383.470, 394.175, 405.067, 416.147, 427.417, 438.879, 450.532, 462.380, 474.423, 486.663, 499.102, 511.740, 524.580, 537.622, 550.868, 564.320, 577.978, 591.845, 605.922, 620.210, 634.711, 649.426, 664.357, 679.504
 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353, 795.353
2368.180,2434.980,2502.950,2572.120,2642.470,2714.040,2786.810,2860.810,2936.040,3012.520,3090.240,3169.220,3249.470,3331.000,3413.820,3497.930,3583.350,3670.080,3758.130,3847.520,3938.240,4030.320,4123.760,4218.570,4314.750
2407.150,2475.050,2544.150,2614.450,2685.960,2758.710,2832.680,2907.900,2984.370,3062.100,3141.100,3221.380,3302.950,3385.830,3470.000,3555.500,3642.320,3730.480,3819.980,3910.840,4003.060,4096.650,4191.630,4288.000,4385.770
1887.700,1940.950,1995.130,2050.260,2106.350,2163.390,2221.400,2280.390,2340.350,2401.310,2463.270,2526.220,2590.190,2655.180,2721.190,2788.240,2856.320,2925.460,2995.650,3066.900,3139.220,3212.610,3287.100,3362.670,3439.340
2373.000,2439.930,2508.050,2577.350,2647.850,2719.560,2792.490,2866.640,2942.020,3018.650,3096.530,3175.670,3256.090,3337.780,3420.770,3505.050,3590.640,3677.550,3765.780,3855.350,3946.260,4038.530,4132.150,4227.150,4323.540
